,Seed,Learning Rate,Dropout Rate,Temperature,Best Training Loss,Best Validation Loss,Epoch,Alpha Max Indices
0,1,0.001,0.2,0.01,0.039608657360076904,0.004313615150749683,11,"[3, 3, 7]"
1,1,0.001,0.3,0.01,0.01897616498172283,0.0033021578565239906,27,"[3, 3, 7]"
2,1,0.001,0.4,0.01,0.03177528455853462,0.003466768190264702,16,"[3, 3, 7]"
3,1,0.001,0.5,0.01,0.05498800426721573,0.03730648756027222,6,"[3, 3, 7]"
4,1,0.001,0.6,0.01,0.07501113414764404,0.021305453032255173,10,"[3, 3, 7]"
5,1,0.001,0.7,0.01,0.09427060931921005,0.032952938228845596,9,"[3, 3, 7]"
6,1,0.001,0.8,0.01,0.13571131229400635,0.004851250909268856,12,"[3, 3, 7]"
7,1,0.003,0.2,0.01,0.021581467241048813,0.0037527382373809814,6,"[3, 3, 7]"
8,1,0.003,0.3,0.01,0.015806851908564568,0.003537561511620879,19,"[3, 3, 7]"
9,1,0.003,0.4,0.01,0.17300096154212952,0.006483624689280987,0,"[3, 3, 7]"
10,1,0.003,0.5,0.01,0.04120877757668495,0.004478232003748417,8,"[3, 3, 7]"
11,1,0.003,0.6,0.01,0.03747944533824921,0.004128205124288797,18,"[3, 3, 7]"
12,1,0.003,0.7,0.01,0.07055008411407471,0.003741278313100338,8,"[3, 3, 7]"
13,1,0.003,0.8,0.01,0.22874683141708374,0.003289253218099475,5,"[3, 3, 7]"
14,1,0.005,0.2,0.01,0.01506299339234829,0.00523757841438055,14,"[3, 3, 7]"
15,1,0.005,0.3,0.01,0.01781761646270752,0.006253749597817659,12,"[3, 6, 7]"
16,1,0.005,0.4,0.01,0.011547936126589775,0.0036925282329320908,24,"[3, 3, 7]"
17,1,0.005,0.5,0.01,0.17487365007400513,0.0042130607180297375,0,"[3, 3, 7]"
18,1,0.005,0.6,0.01,0.06726367026567459,0.006765652913600206,7,"[3, 3, 7]"
19,1,0.005,0.7,0.01,0.05490681529045105,0.0038912759628146887,11,"[3, 3, 7]"
20,1,0.005,0.8,0.01,0.05010361224412918,0.004487950354814529,14,"[3, 3, 7]"
21,1,0.007,0.2,0.01,0.025861531496047974,0.008137681521475315,12,"[3, 3, 7]"
22,1,0.007,0.3,0.01,0.022036246955394745,0.007205270230770111,7,"[3, 6, 7]"
23,1,0.007,0.4,0.01,0.016398366540670395,0.003385860240086913,21,"[3, 3, 7]"
24,1,0.007,0.5,0.01,0.03837469965219498,0.013234510086476803,6,"[3, 3, 7]"
25,1,0.007,0.6,0.01,0.1839241236448288,0.007920979522168636,0,"[3, 3, 7]"
26,1,0.007,0.7,0.01,0.012430782429873943,0.004914342891424894,23,"[3, 3, 7]"
27,1,0.007,0.8,0.01,0.06903846561908722,0.004574971739202738,10,"[3, 3, 7]"
28,1,0.009000000000000001,0.2,0.01,0.08503012359142303,0.008798719383776188,9,"[3, 3, 7]"
29,1,0.009000000000000001,0.3,0.01,0.016788240522146225,0.006982557475566864,6,"[3, 3, 7]"
30,1,0.009000000000000001,0.4,0.01,0.012383935041725636,0.0034043341875076294,18,"[3, 3, 7]"
31,1,0.009000000000000001,0.5,0.01,0.030659504234790802,0.012169955298304558,6,"[3, 3, 7]"
32,1,0.009000000000000001,0.6,0.01,0.1839241236448288,0.004763985518366098,0,"[3, 3, 7]"
33,1,0.009000000000000001,0.7,0.01,0.010176204144954681,0.004397545475512743,28,"[3, 3, 7]"
34,1,0.009000000000000001,0.8,0.01,0.09344310313463211,0.005438556428998709,8,"[3, 3, 7]"
35,1,0.011,0.2,0.01,0.119224414229393,0.029770541936159134,8,"[3, 3, 7]"
36,1,0.011,0.3,0.01,0.06113829463720322,0.14146892726421356,7,"[3, 3, 7]"
37,1,0.011,0.4,0.01,0.06097256764769554,0.005557025782763958,8,"[3, 3, 7]"
38,1,0.011,0.5,0.01,0.034854862838983536,0.008252515457570553,6,"[3, 3, 7]"
39,1,0.011,0.6,0.01,0.010594718158245087,0.005146184004843235,24,"[3, 3, 7]"
40,1,0.011,0.7,0.01,0.013549653813242912,0.004388569854199886,20,"[3, 6, 7]"
41,1,0.011,0.8,0.01,0.18968191742897034,0.0036244213115423918,3,"[3, 3, 7]"
