"label","group","label_prdtype","BabyMilkPowder","MilkPowder","Babyfood","BiscuitsCrackersCookies","InstantMeals","OtherSauceDressing","BreakfastCereals","OtherNoodles","BeehoonVermicelli","Potatochips","Pasta","RolledOatsInstantOatmeal","OtherDriedFood","Nuts","CannedBakedBeans","CannedBeefOtherMeats","CannedBraisedPeanuts","CannedChicken","CannedSoup","CannedTunaDace","CoffeePowder","DriedBeans","Flour","Sugar","OtherSpreads","Kaya","MaternalMilkPowder","Oil","OtherBakingNeeds","MilkDrink","OtherCannedVegetables","Salt","ChocolateMaltPowder","TeaPowderLeaves","SweetsChocolatesOthers","gpt_product_type","gpt_image_reflection","gpt_image_clarity","gpt_product_type_confidence","avg_var_product","avg_entropy_product","prediction_bigmodel","X","true_label","true_label_encoded","prediction_bigmodel_encoded","gpt_product_type_encoded","true_label_encoded_raw"
"Babyfood_200-299g_Halal_NonHealthy",2,"Babyfood",0.132955348771446,0.503764696612401,0.0125434441562351,0.0060315921324114,0.0076464519370386,0.00761423694624797,0.0149302673768182,0.00802718153265641,0.00836220514046657,0.00681044298756952,0.0326729538493843,0.00520827999139816,0.0102541667330177,0.0124203358871197,0.0107082571134175,0.0107586206850682,0.0088389677649064,0.00688258750969027,0.00892977140215336,0.00900782866905312,0.0123752840709278,0.0089532476520391,0.00669254868531307,0.00778196832471785,0.00984603688864696,0.0115193128971613,0.0448646677197827,0.011047673743628,0.00849693113383982,0.0113328313928787,0.00999520346811562,0.00848781737591303,0.00872570592076928,0.00879873542389914,0.00671439810386836,"OtherNoodles",1,2,1,0.534686259681493,2.91828909051884,"MilkPowder",27,"Babyfood",3,2,8,3
"BeehoonVermicelli_300-399g_Halal_NonHealthy",4,"BeehoonVermicelli",0.000225815457056694,0.000207587083984827,0.00044407339487826,0.000407696063218902,0.000195532304947261,0.000382689591002742,0.000269569334701478,0.000445145408355379,0.990373026097303,0.000149986456026201,0.000430377610121398,0.000252837101654915,0.000214042610257722,0.000467355735797702,0.000319887615608222,0.000238757342214147,0.000225043785482615,0.000252999092572326,0.000253676900372313,0.000270992081572293,0.00024822553191094,0.000181757506488786,0.000217418023529792,0.000194801065421058,0.00024523370347971,0.000306082198625663,0.00022737802306552,0.000287519291700509,0.000418850140430279,0.000252534545301709,0.000269663050713333,0.000305914152585134,0.000228543045962756,0.000358285263356367,0.000230703390300601,"Pasta",3,1,1,1.20919119805614,0.370604510321608,"BeehoonVermicelli",44,"BeehoonVermicelli",9,9,11,9
"BreakfastCereals_200-299g_NonHalal_NonHealthy",1,"BreakfastCereals",7.71563333547099e-05,6.00402347638276e-05,4.9377562315948e-05,0.000112767902569355,0.000179822613761084,7.50856698925183e-05,0.997511999134505,4.7438098746881e-05,7.01593930356543e-05,5.13436402088906e-05,6.50321086319534e-05,0.000108669563126458,8.2227946569735e-05,5.26115152497228e-05,7.43761255265467e-05,4.82018237212548e-05,7.28102627335176e-05,5.74872277407235e-05,6.09285993950912e-05,6.05048354648213e-05,5.98557473648497e-05,7.99804497658078e-05,7.92249628675954e-05,8.8010113752612e-05,6.94494400742009e-05,8.07398886964773e-05,7.153197745709e-05,5.73512154489758e-05,5.15320645671655e-05,6.64507284104242e-05,6.40701660203468e-05,0.00015250821384586,6.74086377935611e-05,5.92236998381619e-05,3.46221027834115e-05,"OtherNoodles",2,1,1,1.47338311880023,0.0517490596465224,"BreakfastCereals",100,"BreakfastCereals",7,7,8,7
"CoffeePowder_1-99g_NonHalal_NonHealthy",1,"CoffeePowder",0.000145890063170422,0.000124398726869421,0.000144322303332351,0.000112341233385359,0.000287443520091933,0.000121377457804618,0.00012406918531306,0.000189193777213357,0.000137446374319258,0.000148564964815484,0.000156243213814177,9.89561344999609e-05,0.000114373329278061,0.000368271503386547,0.000163329936631078,0.000136710156142071,0.000197226662042375,0.000137944354569814,0.000204618777528732,0.000281241855839446,0.994432603833243,0.000151928322341744,0.000143681582145367,0.000138928442175987,0.00012403439498874,0.000161920202397692,0.000130963566485017,0.000127065974532877,0.000226524086194543,0.000170499380977088,0.000157768704684383,0.000116425040424586,0.000192802302799141,0.000171520028849946,0.000159370607712839,"CoffeePowder",1,1,1,1.32010117609228,0.445463022171226,"CoffeePowder",112,"CoffeePowder",21,21,21,21
"Flour_1000-1999g_NonHalal_NonHealthy",1,"Flour",0.000217691057472143,0.000178403566243174,0.0001396236222863,0.000105098000198878,0.000250885893977114,0.000131306406124357,0.000175167670102951,0.000255691911774715,0.000414411574831517,0.000196743322969381,0.000227556862018385,0.000112140228698875,0.000212248757260143,0.000219447470626018,0.000192035457623232,0.000248144096101558,0.00018883516092754,0.000181667394080222,0.000145517871914864,0.000225454888988414,0.000246906620402966,0.000235642373718522,0.992914791417675,0.000207892444060555,0.000185793133649811,0.000257696436662453,0.000211963512730669,0.000154783825629399,0.000206804249259243,0.000198204956687723,0.000176491530625685,0.000287177505344859,0.000227172020509693,0.000235062004927839,0.0002355467538966,"Sugar",2,2,1,1.19437791413216,0.327621447749614,"Flour",117,"Flour",23,23,24,23
"MilkPowder_1-99g_Halal_NonHealthy",1,"MilkPowder",4.97338302663818e-05,0.997102880669201,0.000107328097723965,8.75569602002053e-05,5.74567824299312e-05,0.000112860755346036,0.000105045058203829,5.76758091744105e-05,7.79461473440185e-05,6.62939708259812e-05,6.67141044110836e-05,7.88004470108633e-05,9.99379012193418e-05,0.000106920178680668,8.07714091123453e-05,6.91526418792493e-05,9.56657284188007e-05,6.91204825140908e-05,6.92938859668583e-05,8.82936228731886e-05,0.000151905782504915,9.20709336724353e-05,7.33860651551398e-05,7.1935212235262e-05,7.38027513761826e-05,0.000111846966053464,7.4036376603684e-05,0.000113315594564795,5.33784583254017e-05,9.7405397674659e-05,8.65497807278994e-05,0.000124201962384825,6.26559383166728e-05,8.9373880647976e-05,7.46864169552418e-05,"OtherDriedFood",1,3,1,1.43153881791352,0.074804953667611,"MilkPowder",133,"MilkPowder",2,2,13,2
"Nuts_1-99g_NonHalal_NonHealthy",1,"Nuts",0.000153715278881992,0.000123887515915764,0.000149371664933407,0.000111166810113101,0.000149957309877598,0.000210600931802275,0.000121620428477961,0.000209018001815726,0.000138147655611041,0.000134042853729195,0.000151057477474849,0.000140035776793596,0.000141671186059675,0.994705119511354,0.000138800083932529,0.000164458787995749,0.000145364965183713,0.000155632365658405,0.000161663453077765,0.000187826020204568,0.000158899460980731,0.000133266663537353,0.00012890269587594,0.000117301911667086,0.000167246840829243,0.00016868603324371,0.000185317025520777,0.00015785317877896,0.000285508744825329,0.000151052773186661,0.000160272688400178,0.000155154509016101,0.000151309137150092,0.000160402949127517,0.00012566730896782,"OtherSauceDressing",2,3,1,1.20814804820702,0.104609469591694,"Nuts",136,"Nuts",14,14,6,14
"Nuts_1-99g_NonHalal_NonHealthy",2,"Nuts",0.0016295465589276,0.000924865672208515,0.000986848990673335,0.00513049372318281,0.00140533288630141,0.00215845187532539,0.00138276930264271,0.00175434147323834,0.00151041536703226,0.00042782690848218,0.000875720024494598,0.001189634259888,0.00150929533288108,0.942813107482661,0.00215188777263186,0.00131597802523211,0.00169928925681334,0.00203335216614262,0.00139380948261027,0.00273433744243396,0.00131530419229867,0.00113494477695609,0.0012152806140977,0.000839203750456921,0.00148827543170121,0.00187636839988699,0.0021119877395516,0.0018247598377064,0.00340896136789201,0.00164787845749071,0.00140738248525854,0.00139821555293069,0.00141189043691533,0.00248885451631638,0.00140338843673725,"OtherDriedFood",1,1,1,0.823477299058988,0.761867541707971,"Nuts",137,"Nuts",14,14,13,14
"OtherBakingNeeds_1-99g_Halal_NonHealthy",1,"OtherBakingNeeds",0.000125797743671522,0.000314095132028739,0.000268040081795652,0.00020775145519651,0.000353249366518189,0.000267955606195945,0.000241635112396303,0.000260808420902298,0.000317575269099674,0.000144772693051222,0.000297332692388951,0.000235030891399077,0.000168669973855664,0.000225892083426475,0.000178931300890827,0.000183837700941961,0.000195640076807472,0.000255123999181546,0.000221127977642217,0.000278498183879486,0.000299175269798366,0.000153520868398712,0.000160004654953026,0.000187172886834308,0.000223898149398542,0.00016167209972758,0.000169871841338915,0.000201545817619658,0.992301863903042,0.000227865307604125,0.000202812883593562,0.000209332651005526,0.000264959930334113,0.000255632359925461,0.000238905615156125,"OtherNoodles",1,3,1,1.1623336803938,0.154071740837084,"OtherBakingNeeds",152,"OtherBakingNeeds",29,29,8,29
"OtherBakingNeeds_100-199g_NonHalal_NonHealthy",1,"OtherBakingNeeds",6.52217316817734e-05,6.80577344787327e-05,7.69270316308773e-05,0.000127332644648027,4.3324490318982e-05,0.000122444247189524,0.00018044358318789,7.84953338327401e-05,0.000118419250912604,4.66843402272472e-05,9.15180930880059e-05,6.43028408468441e-05,0.000111531739702457,8.70358846975006e-05,7.843903833717e-05,7.54771371658357e-05,7.15604123842921e-05,7.42025570671148e-05,6.25757292584716e-05,7.27701156346417e-05,5.65937475278044e-05,6.43671855049082e-05,0.000108130251342319,7.08157979999039e-05,5.87108061715904e-05,8.96605382012944e-05,8.77977673410649e-05,8.79531029498147e-05,0.997244726189796,8.62071103908408e-05,7.87886114285349e-05,5.77910784333443e-05,6.84595576333415e-05,5.79626305133179e-05,6.52716884753716e-05,"OtherDriedFood",2,2,1,1.42753052426847,0.0686518868840268,"OtherBakingNeeds",155,"OtherBakingNeeds",29,29,13,29
"OtherCannedVegetables_100-199g_Halal_NonHealthy",1,"OtherCannedVegetables",8.88136349092676e-05,0.000116470369836173,0.000137450970383297,7.08912182281587e-05,8.11933505865762e-05,0.00013307742270936,0.000105043878620258,0.000111290207834414,9.85764012262735e-05,0.000140783224786784,6.58805750807038e-05,0.000203377920271901,0.000175596832781518,0.000195581609943445,8.98651716677134e-05,7.68417424886466e-05,0.000209795730303875,0.000140489751701436,0.000103937936282053,0.000131659941075173,0.000187849166411212,0.000159665486054797,0.000140506889686573,9.10492951221291e-05,0.00017602369813825,0.000144092433721084,0.000264023130407073,9.10155430324944e-05,0.000142542493390344,0.000154710646341928,0.995465329330007,0.000195367485190705,0.000118984875034915,9.24245387693407e-05,9.9797097974882e-05,"OtherSauceDressing",1,3,1,1.37577120172003,0.133083894136626,"OtherCannedVegetables",169,"OtherCannedVegetables",31,31,6,31
"OtherDriedFood_100-199g_NonHalal_NonHealthy",2,"OtherDriedFood",0.00721339226479165,0.00665011574899732,0.00924721487931225,0.0234695549223063,0.0105560152178557,0.0102502811632677,0.0102526689678999,0.00718625609967985,0.00991591966667327,0.0106489359063472,0.0213047450245659,0.015318568577226,0.0806154515905962,0.0275212556435937,0.0079303977041617,0.00905624496945485,0.00898639991328842,0.00998688229588229,0.00903954253037475,0.00885474390011601,0.00841113850780685,0.00911897458289319,0.00531617958930833,0.554030329612468,0.00868852855112699,0.00739735614812827,0.00766544460090328,0.0100422618202948,0.00777765970892635,0.00636084829879373,0.00903993679595702,0.0106935232014388,0.00817343634835888,0.0169456610611879,0.026334134186016,"DriedBeans",2,1,1,0.589178727951429,2.6345342144307,"Sugar",171,"OtherDriedFood",13,24,22,13
"OtherSauceDressing_500-599g_Halal_NonHealthy",1,"OtherSauceDressing",6.15294992099996e-05,3.84904385755339e-05,5.94066315125564e-05,2.68242401455835e-05,4.54731900108982e-05,0.997958071376917,5.12330658902023e-05,8.93506326142878e-05,4.69350364203402e-05,2.77760856414485e-05,6.8509330095221e-05,9.64155968676881e-05,5.51760201742073e-05,5.80900133466568e-05,3.853180182532e-05,6.20258790359911e-05,6.71049909349806e-05,6.07138122596694e-05,5.93928959112569e-05,6.49385190658989e-05,6.60640444359119e-05,6.9779842716339e-05,6.2477624320094e-05,3.71257894581464e-05,3.41158287144267e-05,4.26229730657214e-05,5.52509304932407e-05,6.52652086474421e-05,8.98412354282041e-05,5.10901143610037e-05,7.54666262242226e-05,0.000170463400143026,4.55081159129007e-05,3.96855761994218e-05,5.92536334249377e-05,"OtherSauceDressing",1,3,1,1.5358437540018,0.0449412341752827,"OtherSauceDressing",191,"OtherSauceDressing",6,6,6,6
"OtherSpreads_400-499g_Halal_NonHealthy",1,"OtherSpreads",5.84654906079664e-05,0.000107967146652149,3.49059760288192e-05,3.09296269660853e-05,0.000128924968739576,5.62177984190882e-05,8.69773021966437e-05,0.000102349337615153,9.76477531134574e-05,7.12206159266804e-05,0.000111902618091702,6.43081713366305e-05,6.95206327895133e-05,7.77383847384097e-05,6.75993795403773e-05,0.000139576269418367,5.93131363221402e-05,7.58511718017048e-05,6.3151912036783e-05,6.80979335872636e-05,5.77172863574174e-05,7.78799245536984e-05,6.92139886505859e-05,0.000111771155923133,0.997336172376547,0.000117558201201584,6.43192025120615e-05,7.58802316164913e-05,6.80895429795662e-05,8.81246469259188e-05,6.68969935082624e-05,6.93337621616988e-05,6.99784851862605e-05,9.24506996832414e-05,6.19478762642377e-05,"OtherCannedVegetables",1,2,1,1.47453022203394,0.0628789672216431,"OtherSpreads",196,"OtherSpreads",25,25,31,25
"Pasta_400-499g_NonHalal_NonHealthy",1,"Pasta",5.15467468166194e-05,4.23175129371853e-05,2.26815753078352e-05,2.12340661200928e-05,6.22600987517902e-05,3.13944460892595e-05,3.04135982057315e-05,0.000116658876741415,3.64968899873263e-05,2.56730216972318e-05,0.998836304120403,1.1069953370428e-05,2.7269541075415e-05,1.92904447852141e-05,2.53364085520843e-05,2.94213387176826e-05,2.76451014944262e-05,2.60246851852132e-05,3.72680249028599e-05,3.53587257674437e-05,2.5447456606634e-05,4.69098793847493e-05,3.16175459410899e-05,4.44738889207336e-05,3.24833576042205e-05,3.65959319186066e-05,4.62550023855985e-05,2.4068893591794e-05,2.82916945977452e-05,2.29017642970443e-05,2.33897240901184e-05,2.3832526352705e-05,2.51302257415266e-05,4.65891881904322e-05,2.6347743468859e-05,"Flour",1,2,1,1.78015412819855,0.0299468400591312,"Pasta",203,"Pasta",11,11,23,11
"Potatochips_1-99g_NonHalal_NonHealthy",1,"Potatochips",0.000174706512473708,0.000187786772343128,0.000194999294281094,0.000141413682670675,0.000176968859928033,0.000176077360099483,0.000240682502395157,0.000203272004234806,0.000176273624863074,0.993571369157369,0.000181107068397867,0.000194746778810037,0.000183705354430578,0.000180532371103329,0.000172981692376708,0.000204286210759284,0.000198774721257683,0.000219747280153634,0.000207375706315326,0.000267239535919065,0.000193873913913195,0.000203395448136182,0.000173211607968497,0.000156321242153577,0.000193786298830005,0.000195113725154521,0.000146435306121714,0.000213424531871881,0.000195501364606584,0.000201743892582448,0.000204137019886113,0.000187865823735148,0.000176100870637686,0.00017765948801026,0.000127382976210214,"Potatochips",3,1,1,1.12673366777506,0.132604404786565,"Potatochips",210,"Potatochips",10,10,10,10
"Sugar_3000-3999g_NonHalal_NonHealthy",1,"Sugar",0.000174341026280799,0.000179303380204899,0.00023536474760336,0.000270672139683358,0.000121260126197262,0.000199116653218308,0.000313652120782769,0.000177021652287984,0.000194171469611761,0.000305550239131818,0.000243213057538047,0.000155593964739068,0.000211681520814282,0.000213667738546366,0.000260596267366576,0.000245783725556851,0.000248910807209368,0.000273330429653783,0.000210765442337167,0.000203619423514063,0.000204289171581531,0.000249468238522403,0.000224227158177688,0.992666039535973,0.000182589594347764,0.000275045713640708,0.000204405272785391,0.000210296271770337,0.000158377255568819,0.000266856024929889,0.000198785786171145,0.000229012943540551,0.000203170222692521,0.000158170326379534,0.000131650551640941,"Salt",1,1,1,1.12687195496041,0.148177975057165,"Sugar",233,"Sugar",24,24,32,24
"Sugar_800-899g_NonHalal_NonHealthy",1,"Sugar",0.000425874623799618,0.000334749600995233,0.000143248773359399,0.000228300292667876,0.000296496400481771,0.000272812045031632,0.000153156327750569,0.000540053676464838,0.000476104600165108,8.24982085315962e-05,0.000104422198101093,0.000492672864344921,0.00020382160111577,0.000229278427792972,0.000204543917291436,0.000146213265477006,0.000252088202320089,0.00021187006946616,0.000234278195374995,0.000322601036401015,0.000324642848302373,0.000222036194508103,0.000131732765148276,0.991320733144076,0.000320832526937984,0.000179581536972939,0.000344766658310745,0.000166461744655683,0.000230004441865056,0.000219847445953523,0.00019623799412074,0.000204673952111032,0.000304258798397459,0.000282023493664883,0.000197082128042589,"Sugar",2,1,1,1.18395086226396,0.159131007843425,"Sugar",239,"Sugar",24,24,24,24
"SweetsChocolatesOthers_300-399g_Halal_NonHealthy",1,"SweetsChocolatesOthers",8.00020779595386e-05,7.17573084103978e-05,7.47485952035595e-05,7.3816187386179e-05,0.000111959354461049,7.61864616925345e-05,0.000157239284288724,8.78095196330981e-05,8.12219685182841e-05,4.18981322193541e-05,9.91786717675024e-05,0.000119116405781548,6.40655865734484e-05,7.89405185266777e-05,0.000114825629084142,0.000169028484630649,0.000109847629462596,9.11784412041921e-05,0.000122954546795797,7.30774603183476e-05,9.42855042989928e-05,8.97538765174655e-05,0.000112059741891787,7.44956212753571e-05,6.82913901156766e-05,5.98246012698782e-05,0.000105403778944801,0.00010179479659691,6.06275893231654e-05,0.000112454792768977,7.18847159797794e-05,0.000106364629149152,8.02937230239543e-05,9.7222074426025e-05,0.9968663909005,"OtherBakingNeeds",2,3,1,1.40629064333544,0.0689037514039331,"SweetsChocolatesOthers",244,"SweetsChocolatesOthers",35,35,29,35
"BabyMilkPowder_500-599g_NonHalal_NonHealthy",1,"BabyMilkPowder",0.993595688294052,0.000201710093968659,0.000192637218982899,6.92741157050237e-05,0.00020534188837744,0.000474492622234008,0.000127467712938289,0.000242546131596557,0.000214673152539539,0.000152483954737103,0.000254599978244436,0.00017909178918872,0.000166346602037995,0.000250294168637499,0.000132159181059968,0.000109363160085711,0.000214862736245542,0.000185998765793678,0.000113954128766079,0.000226072439273554,0.000150795064411771,0.000224555807755372,0.000209867861281132,9.99658135634177e-05,0.000218094084655498,0.000210518084842536,0.00017133968330185,0.000228929086159891,0.000167723443053684,0.000165204334836553,0.000138503330971417,0.000271196564489202,0.000171894411326959,0.000129185985379921,0.000133168309505375,"BabyMilkPowder",1,1,2,1.23834759556747,0.122580850680952,"BabyMilkPowder",4,"BabyMilkPowder",1,1,1,1
"Babyfood_100-199g_NonHalal_NonHealthy",5,"Babyfood",0.0384190219967858,0.0532210646143328,0.00949339760983852,0.103727039060869,0.0261997793737281,0.0124712602412136,0.0214937548349466,0.0152163633511897,0.00872044129720602,0.0221960979052924,0.0589662173038925,0.0194138774893515,0.018727679477345,0.0361115409540122,0.0156398375860889,0.0297414038049001,0.0118965044597909,0.0135374329915768,0.0143985040628307,0.0445931964177807,0.0130968300081567,0.0162569692331418,0.010271405486752,0.0159515247754605,0.0169443573839402,0.0107639722533863,0.0325263575485036,0.0179151076906756,0.160321237497308,0.0338385205516483,0.0120305567671291,0.03075008675525,0.0204819117567542,0.028549764117357,0.0061169833415655,"Babyfood",1,2,2,0.396808032428861,3.87548548945401,"OtherBakingNeeds",24,"Babyfood",3,29,3,3
"BeehoonVermicelli_100-199g_NonHalal_NonHealthy",2,"BeehoonVermicelli",0.00222514054112107,0.00281712196324961,0.00331793267229573,0.010999508059932,0.00295058952375132,0.00600176671905022,0.00370953158882882,0.00120448724830917,0.898775447920968,0.00189503231406221,0.0040040703193652,0.00419393144076842,0.00166061386379274,0.00163074941371271,0.00229903770807277,0.00282613194010832,0.00290915071540632,0.00205320819256566,0.0023804668240673,0.00246120052773647,0.00230305986165793,0.00166857168431309,0.0086323476870302,0.00216669802920269,0.00245830205557586,0.00256291257407778,0.00220298638771757,0.00181691826164031,0.00227503318519611,0.00205667311734383,0.00267833163350051,0.00250621229374911,0.002130500734631,0.00221746733137332,0.0020088656658273,"Potatochips",1,3,2,0.741976495859832,1.20495741772153,"BeehoonVermicelli",35,"BeehoonVermicelli",9,9,10,9
"BeehoonVermicelli_200-299g_NonHalal_NonHealthy",3,"BeehoonVermicelli",9.59025852904449e-05,0.000108445401761188,0.000110230854122334,0.000205266977196474,0.000109138346164527,0.000104338389109027,0.000175393511631908,7.74085297706646e-05,0.995926273972558,8.98317502037055e-05,0.000213087227852273,0.000111941240042511,9.274022886726e-05,0.000142588407893679,0.000132153691689971,0.000138036674273634,0.000107520756674794,0.000107778973022129,9.80765249946274e-05,0.000110914102902905,9.13691470023261e-05,8.72806884355354e-05,0.000109070271469199,9.67430815951704e-05,9.51652782968481e-05,0.000126975418090862,9.32817153104278e-05,9.45777031385706e-05,0.000186402704369848,0.000122821017965081,0.000123377028271783,0.000129172186788469,0.000121215861458955,0.00012854162912171,0.000136938122663085,"BeehoonVermicelli",1,2,2,1.29001771883073,0.0777145555706424,"BeehoonVermicelli",39,"BeehoonVermicelli",9,9,9,9
"BeehoonVermicelli_300-399g_Halal_NonHealthy",2,"BeehoonVermicelli",0.00206661480598766,0.00180339589961899,0.00342725732926269,0.00523619108999095,0.00167974240696693,0.00245681038563794,0.00202578045127254,0.0143071697102795,0.888379091553719,0.00284319850685757,0.00344040125156528,0.00155160064497818,0.00294187599423896,0.00940780571980171,0.00313031868686072,0.00202222601192532,0.00259082782839402,0.00198768746441231,0.0027631331849847,0.002497560763509,0.00201905729413925,0.00194582567506795,0.00161739120931217,0.00165734245433569,0.00238390419819801,0.00270849766911987,0.00298784674484405,0.00293479605983518,0.00506783207727804,0.00271577496171033,0.00238578868156985,0.00295658434130622,0.00330965084884427,0.00388058058232727,0.00487043751184833,"OtherNoodles",3,1,2,0.754751667612125,1.39662384033177,"BeehoonVermicelli",42,"BeehoonVermicelli",9,9,8,9
"BiscuitsCrackersCookies_1-99g_Halal_NonHealthy",2,"BiscuitsCrackersCookies",0.00312148138719173,0.0027183611830212,0.00837875754714593,0.0179379404034211,0.00410259611175302,0.00518790095218179,0.00315814224173606,0.0109522635547977,0.0056723455799967,0.00496918754589841,0.0169556205787853,0.803965959888191,0.00448057927638186,0.00415472391027666,0.00739398095429611,0.00472593802490438,0.00518525987080011,0.00550403301079152,0.00396283001388621,0.00415528822714924,0.00558588857791059,0.0053873931631322,0.00428848971001275,0.00337427140381663,0.00447879700098615,0.00755142335729859,0.00423736411332219,0.00399427149785957,0.00544407859248756,0.00424235067210359,0.00508142493490551,0.00402500796983524,0.00686357656062323,0.00593356823898339,0.0028289039441166,"OtherDriedFood",2,3,2,0.706649642091557,1.96476768471682,"RolledOatsInstantOatmeal",55,"BiscuitsCrackersCookies",4,12,13,4
