,img_filename,product_type,image_reflection,image_clarity,prediction_confidence
0,IMG_3427_jpeg.rf.2191177f9a38e01a2790c69b555f092e.jpg,Nuts,Medium,High,High
1,IMG_3414_jpeg.rf.0290d623bc297903dfe50388036d5cc9.jpg,Nuts,Medium,High,High
2,IMG_3403_jpeg.rf.2325af2b4dc06ba27ffa6836049ed72b.jpg,Nuts,Low,High,High
3,IMG_3416_jpeg.rf.25b0a13a23e128617e2ad64e62398838.jpg,Nuts,Low,High,High
4,IMG_3434_jpeg.rf.030c8661e592f41c41e64c748f4e9d98.jpg,SweetsChocolatesOthers,Medium,High,High
5,IMG_3401_jpeg.rf.070c1585c55edbb03a708f46a9cee4d1.jpg,Nuts,Low,High,High
6,IMG_3402_jpeg.rf.19c5cda80e824a14ad7598a4ec2ae071.jpg,Nuts,Medium,High,High
7,IMG_3360_jpeg.rf.074f3ec7614d83ca02543f43a5278844.jpg,Nuts,Medium,High,High
8,IMG_3398_jpeg.rf.2f505bff1ee4c3451c4c9691587e7703.jpg,Nuts,Medium,Medium,High
9,IMG_3429_jpeg.rf.42dca922d26fb426dcd49a5f9c7e9a1a.jpg,BabyMilkPowder,Low,Medium,High
10,IMG_3418_jpeg.rf.5139892d382f150fb22f4146f8e38f3d.jpg,Nuts,Medium,Medium,High
11,IMG_3433_jpeg.rf.52c683438e4bd2a19b7fbb0ee0ab2aab.jpg,Nuts,Medium,Medium,High
12,IMG_3432_jpeg.rf.758ed6d648cc7209e7af84a19cfff855.jpg,Nuts,Medium,High,High
13,IMG_3374_jpeg.rf.3d29b3392ac209204bb294c40ea7af58.jpg,Nuts,Low,High,High
14,IMG_3359_jpeg.rf.77af050e253fe6a423b24a967abd7e6f.jpg,HoneyOtherSpreads,High,High,Medium
