,img_filename,product_type,image_reflection,image_clarity,prediction_confidence
0,IMG_0184_jpeg.rf.446d62343e17b8ef909b6f0ff4530699.jpg,OtherNoodles,Medium,High,Low
1,IMG_0118_jpeg.rf.305bb0eadb135b869c11332c7173a55b.jpg,OtherSauceDressingSoupbasePaste,Low,High,High
2,IMG_0096_jpeg.rf.4b1ab7e2cd4c285bd9e74d1ec1ab07ce.jpg,Book,Low,Medium,Medium
3,IMG_0105_jpeg.rf.62a7a2c99f2d635525abcca89cb9f7dc.jpg,OtherSauceDressingSoupbasePaste,Low,Medium,Low
4,IMG_0124_jpeg.rf.3d66e8ddcd7d9d088875a3e2cf3652f9.jpg,OtherDriedFood,Low,High,High
5,IMG_0119_jpeg.rf.4877a2273626d1626f21408f3982e877.jpg,SweetsChocolatesOthers,Low,High,High
6,IMG_0138_jpeg.rf.08692f576471f682674cc6a8ef07b671.jpg,SweetsChocolatesOthers,Low,High,High
7,IMG_0121_jpeg.rf.3a1ec2a7a3f4fd6e3020884ae85b29fa.jpg,SweetsChocolatesOthers,Low,High,High
8,IMG_0134_jpeg.rf.4d024678a031633b77552a7688491e19.jpg,SweetsChocolatesOthers,Low,High,High
9,IMG_0117_jpeg.rf.2ff65244c264a1382b91982df6eec084.jpg,OtherNoodles,Low,Medium,High
10,IMG_0113_jpeg.rf.5be27782212686a38fc3b871558338a6.jpg,BiscuitsCrackersCookies,Low,High,High
11,IMG_0100_jpeg.rf.7d829e7898d46d58c19498743315c774.jpg,OtherBakingNeeds,Low,High,Low
12,IMG_0127_jpeg.rf.5da7ffcda606224cfa8cc84ffe387ed8.jpg,OtherDriedFood,Medium,High,High
13,IMG_0108_jpeg.rf.759e9753ad3218e56a8a1952c9e83034.jpg,TeaPowderLeaves,Low,High,Medium
14,IMG_0106_jpeg.rf.87e7ca91e261a8a1d7e153ccb0fe2290.jpg,TeaPowderLeaves,Low,Medium,Medium
15,IMG_0129_jpeg.rf.79a9e73fe2dbe25b50bb34f94731f03a.jpg,OtherDriedFood,Low,High,High
16,IMG_0131_jpeg.rf.5ae40a4c43fa44f7a13f0e3ef690b195.jpg,OtherDriedFood,Medium,Medium,High
17,IMG_0109_jpeg.rf.8466cece3df368c61d3a177e9716fd28.jpg,BiscuitsCrackersCookies,Medium,High,High
18,IMG_0125_jpeg.rf.60193ab7d17ec03e14b45a14835c6774.jpg,OtherDriedFood,Medium,High,High
19,IMG_0112_jpeg.rf.575bd4deaf7e9ed0dc343fb9e1ab4f1f.jpg,BiscuitsCrackersCookies,Medium,High,High
20,IMG_0099_jpeg.rf.9f49395c5b7acd1568e8473a36fcd6b4.jpg,Other,Low,High,Low
21,IMG_0210_jpeg.rf.8df4d8dd0f2bcd964b289f2d30d9e4b0.jpg,HoneyOtherSpreads,Medium,High,High
22,IMG_0128_jpeg.rf.9239eb14c56a2816e329d99d1abe75d2.jpg,OtherNoodles,Medium,High,High
23,IMG_0123_jpeg.rf.9f453b08f909a38d9f05785520ec5ccb.jpg,SweetsChocolatesOthers,Medium,High,High
24,IMG_0111_jpeg.rf.6fd292d657b283e0fb43f0c30a70c864.jpg,SweetsChocolatesOthers,Low,High,High
25,IMG_0107_jpeg.rf.9e851b323f809cb86e220d9af1c0be8c.jpg,SweetsChocolatesOthers,Medium,Medium,Low
26,IMG_0115_jpeg.rf.b3f6e2f6901df5bc7c4d66fc1046bc4c.jpg,OtherNoodles,Low,Medium,Low
27,IMG_0104_jpeg.rf.cb4bbf86d310bf4be1234a4ed23539a9.jpg,TeaPowderLeaves,Low,High,Medium
28,IMG_0097_jpeg.rf.e25c06c83a980af95c06e834585785be.jpg,Book,Low,High,Medium
29,IMG_0130_jpeg.rf.b1798d8ad0253bcb1f5365138e7cf678.jpg,OtherSauceDressingSoupbasePaste,Low,High,Medium
30,IMG_0114_jpeg.rf.a4f985ab5d8cc32a5105ea07ce06301d.jpg,SweetsChocolatesOthers,Low,High,High
31,IMG_0200_jpeg.rf.ec207d3c9d6599043961c5bb89bf98aa.jpg,SweetsChocolatesOthers,Medium,High,High
32,IMG_0137_jpeg.rf.ee03c1557a343ba045b713127f79cdfd.jpg,OtherDriedFood,Medium,High,Medium
33,IMG_0174_jpeg.rf.b9fbf6c5399df068a0552b260a9c591f.jpg,OtherDriedFood,Medium,Medium,High
34,IMG_0206_jpeg.rf.ac24f36709b0422ead9041019aa6fb8f.jpg,HoneyOtherSpreads,Medium,High,High
35,IMG_0133_jpeg.rf.f59c763314ce5d367049be41e6c7348e.jpg,OtherDriedFood,Low,High,High
36,IMG_0120_jpeg.rf.b40fb185ff2d7a2da250f9c8d5850de1.jpg,SweetsChocolatesOthers,Medium,High,High
37,IMG_0132_jpeg.rf.fbae52f8aca65a6531c3b2842cc8ceb1.jpg,OtherDriedFood,High,Low,Low
38,IMG_0122_jpeg.rf.f07336a225a4db1c9a29affa000f8655.jpg,OtherDriedFood,Medium,Medium,Low
39,IMG_0209_jpeg.rf.a07efcf32dbd0f943bd485ba01d4e115.jpg,SweetsChocolatesOthers,Medium,High,High
40,IMG_0098_jpeg.rf.d268724b5aae3a65cc96c96f1b04b8c6.jpg,Book,Medium,Medium,Low
41,IMG_0207_jpeg.rf.89a39af89d911af53ef83b04f7d9fb2f.jpg,HoneyOtherSpreads,Low,High,High
42,IMG_6477_jpeg.rf.2ea2997416bbf9ec51056939f04f22d0.jpg,HoneyOtherSpreads,Medium,High,High
43,IMG_6472_jpeg.rf.16523c27e109a765fa18077f645249d2.jpg,OtherSauceDressingSoupbasePaste,Medium,High,High
44,IMG_6474_jpeg.rf.3a2c41b5305c511fa5c5aa5a77cbac18.jpg,OtherSauceDressingSoupbasePaste,Low,High,High
