Filename,CorrectTotalLabel,ProductType_BabyMilkPowder,ProductType_Babyfood,ProductType_BeehoonVermicelli,ProductType_BiscuitsCrackersCookies,ProductType_BreakfastCereals,ProductType_CannedBakedBeans,ProductType_CannedBeefOtherMeats,ProductType_CannedBraisedPeanuts,ProductType_CannedChicken,ProductType_CannedFruits,ProductType_CannedMushrooms,ProductType_CannedPacketCreamersSweet,ProductType_CannedPickles,ProductType_CannedPorkLunchronMeat,ProductType_CannedSardingMackerel,ProductType_CannedSoup,ProductType_CannedTunaDace,ProductType_CannedVegetarianFood,ProductType_ChocolateMaltPowder,ProductType_ChocolateSpread,ProductType_CoffeePowder,ProductType_CoffeeTeaDrink,ProductType_CookingCreamMilk,ProductType_CookingPastePowder,ProductType_DarkSoySauce,ProductType_DriedBeans,ProductType_DriedFruits,ProductType_DriedMeatSeafood,ProductType_DriedVegetables,ProductType_FlavoredMilkDrink,ProductType_Flour,ProductType_FruitJuiceDrink,ProductType_HerbsSpices,ProductType_InstantMeals,ProductType_InstantNoodlesMultipack,ProductType_InstantNoodlesSingle,ProductType_Jam,ProductType_Kaya,ProductType_KetchupChilliSauce,ProductType_LightSoySauce,ProductType_MaternalMilkPowder,ProductType_MilkDrink,ProductType_MilkPowder,ProductType_Nuts,ProductType_Oil,ProductType_OtherBakingNeeds,ProductType_OtherCannedBeansPeasNuts,ProductType_OtherCannedSeafood,ProductType_OtherCannedVegetables,ProductType_OtherDriedFood,ProductType_OtherHotBeveragesPowder,ProductType_OtherNoodles,ProductType_OtherSauceDressing,ProductType_OtherSpreads,ProductType_Pasta,ProductType_PastaSauce,ProductType_PeanutButter,ProductType_Potatochips,ProductType_RiceBrownOthers,ProductType_RiceWhite,ProductType_RolledOatsInstantOatmeal,ProductType_Salt,ProductType_SoftDrinksOtherReadyToDrink,ProductType_SoupStock,ProductType_Sugar,ProductType_SweetsChocolatesOthers,ProductType_TeaPowderLeaves,Weight_1-99g,Weight_100-199g,Weight_1000-1999g,Weight_200-299g,Weight_2000-2999g,Weight_300-399g,Weight_3000-3999g,Weight_400-499g,Weight_500-599g,Weight_600-699g,Weight_700-799g,Weight_800-899g,Weight_900-999g,HalalStatus_Halal,HalalStatus_NonHalal,HealthStatus_Healthy,HealthStatus_NonHealthy
20240123_2_0504.jpg,CannedSardingMackerel_100-199g_NonHalal_NonHealthy,-1.882743,-2.2663667,-1.6726635,-2.7388895,-2.1997302,-1.3766685,-2.1249473,-2.212128,-0.95943534,-1.9840491,-2.0020258,-2.2681472,-0.9653842,-1.3358185,7.3971987,-1.8637983,-1.7413604,-2.2233212,-1.9631014,-2.3786623,-2.0290911,-2.4527938,-2.0944738,-1.7835835,-2.1137285,-1.9138284,-2.1246223,-1.6649965,-1.7442876,-2.4838307,-1.8340693,-1.8646334,-1.1816609,-1.438329,-2.2196171,-1.9670529,-1.5610192,-1.6964413,-1.6635507,-1.5239369,-2.0736504,-1.8866401,-1.3146294,-1.0717698,-2.0321763,-1.9029431,-2.289664,-1.652448,-1.4992518,-2.1181667,-1.8705511,-1.7446584,-2.234857,-2.023111,-2.1239653,-1.974644,-1.7364284,-1.3267307,-1.9974328,-1.5233414,-2.4011798,-1.5902276,-1.4494654,-1.8721839,-2.2105513,-2.2086484,-1.6001695,-0.95259154,4.530474,-0.69047403,-0.5988075,-0.73233753,-0.77274704,-0.804054,-1.2352419,-0.93966216,-0.8061967,-0.7989565,-0.8885507,-0.79260063,-1.4658103,0.27944764,-1.2072679,0.3712323
WIN_20231207_11_27_37_Pro.jpg,RiceBrownOthers_700-799g_NonHalal_Healthy,-1.5231266,-1.6514285,-2.0449882,-1.4076515,-2.4939659,-1.8892548,-1.8452847,-2.1282454,-1.9697326,-2.1547005,-1.8151683,-1.9104652,-1.9118589,-1.9643307,-2.1552646,-2.067771,-1.9276788,-2.1927338,-2.1824327,-2.0721993,-2.366153,-1.9113216,-1.5872782,-1.6313815,-2.2216425,-2.2669334,-1.8860757,-2.2332642,-2.1778722,-1.8585743,-2.2300746,-1.2603925,-1.8223021,-2.159733,-1.6906348,-1.6004926,-0.9951192,-2.333011,-2.027537,-1.6508075,-1.8885548,-1.8535851,-1.8031952,-1.7945367,-1.8622541,-1.9435003,-1.724569,-1.8917648,-1.7497507,-1.8684514,-1.7417159,-1.6758682,-1.7357869,-1.5275669,-1.6334927,-1.7344633,-2.0530891,-2.1632714,7.7326703,-2.3658838,-1.8997746,-1.5328591,-2.200183,-2.341241,-1.9849864,-1.3761404,-1.997043,-0.4233313,-0.8665803,-0.22439674,-0.7874288,-0.6643216,-0.7418922,-0.65598214,-0.9235948,-0.84740883,-0.67808074,5.562907,-0.76320934,-0.61777836,-1.4570768,0.4465145,0.2989228,-1.470801
20240123_5_1128.jpg,OtherBakingNeeds_100-199g_Halal_NonHealthy,-2.0062373,-1.6114581,-1.631186,-2.3306153,-1.5510317,-2.0793386,-2.0722485,-1.7314576,-1.6948595,-1.9964781,-1.532374,-1.8406274,-1.8214741,-1.2535491,-1.3964573,-2.2604895,-1.6834861,-0.9395084,-2.042561,-1.8439751,-2.0213547,-1.8510253,-1.8479742,-1.7242236,-2.0733871,-1.814405,-1.3812205,-1.8184402,-1.056594,-1.9748464,-1.3264295,-1.6102298,-1.7680573,-1.6370586,-1.9674425,-1.973685,-1.8941562,-1.8402766,-1.7928178,-1.822916,-1.6990696,-1.6877348,-2.1206908,-1.4578207,-1.7803185,6.065244,-1.853711,-0.8064472,-1.4708134,-1.4535149,-1.649543,-1.6529833,-1.9315081,-1.926433,-1.9477446,-2.3756921,-1.8822757,-2.1003242,-2.1560624,-1.8943809,-2.5606782,-1.93664,-1.6939219,-2.1070383,-2.140421,-2.090715,-1.9860855,-1.0053803,4.438665,-0.7364559,-0.6999396,-0.82132745,-0.85219514,-0.8172367,-0.6900039,-0.52683955,-0.80630183,-0.8420933,-0.91983014,-0.78388643,0.5414752,-0.96158105,-1.1560308,0.4605176
20240123_2_0592.jpg,Sugar_200-299g_Halal_NonHealthy,-2.8383448,-1.8603395,-1.9599385,-2.634158,-2.2249105,-2.1490545,-1.9581043,-2.1555085,-2.1172128,-2.2659624,-1.9058563,-2.0289743,-2.0523448,-2.1000175,-2.1508632,-2.065994,-2.2184403,-1.3968816,-2.2055824,-2.1046276,-2.1066597,-1.8554311,-2.0538826,-1.3509799,-2.2463558,-2.4067025,-1.7590457,-1.2281536,-1.8647732,-2.352235,-2.5092268,-2.0169985,-2.2726202,-1.4452327,-2.4240112,-1.9580603,-1.5031708,-2.2239015,-1.931608,-2.2814038,-2.587621,-2.1437542,-2.339667,-1.0571159,-2.1019845,-2.116194,-2.1934319,-2.1769938,-2.2658975,-1.8549066,-1.9925919,-2.1179302,-2.0063953,-2.3323228,-2.018271,-1.9983805,-2.616144,-2.0219946,-1.8037465,-2.0781698,-1.4695886,-1.019737,-1.9838268,-1.5650264,7.4934964,-2.4134028,-1.2186544,-0.5421865,-1.084108,-0.1842494,4.6421304,-0.8562473,-0.7191349,-1.0039128,-0.6279891,-1.5688418,-0.8040869,-1.0150834,-0.6856974,-1.0110456,0.5183896,-1.466795,-1.4207877,0.45131615
IMG_5672-1-_jpeg.rf.378eb6bd1cf2d5647e1faf81051fb1ea.jpg,InstantNoodlesMultipack_400-499g_Halal_NonHealthy,-1.748531,-1.8222756,-1.5101936,-2.2879508,-1.5056089,-1.7604244,-1.651896,-1.5771052,-1.6600695,-1.8218036,-1.6093264,-1.829912,-1.6801867,-1.703683,-1.7760109,-1.6735524,-1.6718485,-1.6129073,-1.8759391,-1.6818204,-1.5205133,-1.9357371,-1.6705867,-1.7718134,-1.7243447,-2.0029912,-1.6821353,-1.8303792,-1.6649693,-1.708745,-1.912157,-1.6648737,-1.6838996,-1.5743959,7.3533297,-1.3358095,-1.6065979,-1.3967136,-1.5673342,-1.6879771,-1.8764254,-1.6548145,-1.565848,-1.569806,-1.7422094,-1.4820472,-1.7097193,-1.7243221,-1.6734908,-1.66287,-1.3972993,-1.6986464,-1.7805847,-1.7555983,-1.725507,-1.5664003,-1.6829671,-2.0198777,-1.6498717,-1.5995425,-2.0190027,-1.6703999,-1.7391582,-1.6551026,-1.8435746,-1.5297382,-1.7806927,-0.88910645,-0.7992767,-0.9639054,-0.81977963,-0.83389384,-0.8631104,-0.81076443,4.2833457,-0.7407482,-0.76292175,-0.857974,-0.8285281,-0.7874681,0.7512863,-0.887367,-1.1016393,0.54328346
output_frame_0222.png,RiceBrownOthers_400-499g_Halal_NonHealthy,-2.3364217,-1.900672,-2.8838282,-2.240332,-2.7706366,-1.5437846,-2.0941403,-1.877456,-2.5622764,-2.5743077,-1.460168,-2.0886421,-2.1352115,-1.9917538,-2.4322588,-1.9083987,-2.0956776,-2.3618026,-2.1772,-2.0712264,-2.3946588,-1.9063118,-2.2912354,-1.8079966,-1.9934444,-1.2025772,-2.2831423,-1.8680652,-1.0212361,-2.204099,-2.7054126,-2.1690779,-1.9211991,-2.474052,-1.6545705,-2.0636654,-2.8609362,-0.5148474,-2.3214295,-1.8529568,-2.51859,-2.3214188,-2.258329,-2.0068903,-2.1007233,-3.350948,-1.5907946,-2.0385525,-2.2277367,-2.6408603,-0.63449013,-1.9619915,-2.2432532,-1.9120177,-0.08185507,-2.5200999,-1.8008224,-2.76964,7.4424534,-2.2908075,-0.39382064,-2.3538144,-2.7231975,-2.2478914,-1.8978308,-1.7155275,-1.4944773,-1.3759503,-1.153993,-0.5674494,-1.3591094,-0.7410635,-0.6003352,-0.72885233,4.763843,-0.7586086,-0.91616017,-0.6525396,-1.012393,-0.5790342,0.65762997,-1.2027041,-1.2759067,0.44981414
IMG_5611_jpeg.rf.9963aff751ebb56e4f57c86c4e8cc966.jpg,InstantNoodlesMultipack_400-499g_Halal_NonHealthy,-2.4430387,-2.0179162,-1.862,-1.7019335,-1.7339681,-1.9850736,-1.8831129,-1.8656949,-2.0202055,-1.8462723,-1.8211766,-1.9735155,-1.9722595,-1.7998791,-2.2748775,-2.0222147,-2.1260724,-2.0609798,-1.8589756,-1.9368141,-2.1866362,-1.7515074,-2.1482978,-1.8695902,-2.1407294,-2.1839068,-1.8923688,-2.04311,-1.9031129,-1.9502071,-2.1868582,-1.9503976,-1.994899,-1.5296726,6.1281104,-1.9045681,-1.9253178,-1.7619958,-1.9670976,-1.994483,-2.0365996,-1.9215112,-1.943277,-1.0336267,-2.3164399,-1.5255526,-1.7783166,-2.0296984,-1.5835136,-1.840988,-1.8694214,-1.7104954,-2.0494475,-2.5315313,-1.794294,-2.1370234,-2.0603638,-1.9294808,-1.7877907,-1.7680691,-2.4908376,-1.6866907,-2.023812,-2.1325128,-2.498886,-2.126755,-1.5329412,-0.8997118,-0.8027076,-0.9656791,-0.8178619,-0.83837074,-0.7897057,-0.8148268,4.475075,-1.0147425,-0.92968476,-1.0289675,-1.1191218,-0.7550767,0.67627364,-0.90933347,-1.2234973,0.5316822
2023_10_25_12_15_51_173347.jpg,BabyMilkPowder_500-599g_NonHalal_NonHealthy,6.376666,-2.2962193,-2.0723634,-3.2873437,-2.2636533,-2.3427403,-2.5234947,-1.953217,-2.0455306,-2.1932397,-2.2123077,-2.3705103,-2.3445828,-1.7307522,-1.9002198,-2.6116767,-1.9889002,-2.1886103,-2.0378306,-1.6380976,-2.3293548,-2.8054163,-2.2078342,-2.141257,-1.6658521,-1.9055003,-2.0518365,-1.9942206,-1.9948199,-2.6641562,-2.1003804,-2.0431008,-2.3233018,-1.7892183,-2.255632,-1.8804456,-2.375199,-2.0896695,-2.2579825,-1.8817126,-2.3661363,-2.1607592,-2.1369932,-1.8979069,-1.8970648,-2.1448622,-1.8508344,-2.4505255,-2.3420181,-2.293904,-2.339884,-1.9571936,-1.4947437,-1.854572,-2.0178828,-1.7531009,-2.0715768,-1.8443089,-2.0247545,-1.5537499,-2.0346596,-1.6961799,-1.8925811,-2.16468,-2.61824,-2.7041242,-2.3445501,-1.1510141,-1.23556,-1.2021343,-1.0635507,-0.76045454,-0.6062665,-0.62812626,-0.90711164,4.6332245,-0.8071409,-0.7819632,-0.6857633,0.3450502,-1.193113,0.48696205,-1.3359617,0.27962178
IMG_6881_jpeg.rf.fceb69ffdba9d7e6b5f9d06f8e1e99e1.jpg,OtherBakingNeeds_400-499g_NonHalal_NonHealthy,-2.7282114,-2.2229643,-0.8923993,-1.544663,-2.4592004,-2.5344052,-2.4736702,-2.473452,-2.5136504,-2.39462,-2.2209122,-2.6028733,-2.2431052,-2.3353229,-2.7337136,-2.3876894,-2.2949862,-2.1287491,-1.3740542,-2.7089806,-2.7258477,-1.2692618,-2.1814039,-2.3244548,-2.3813443,-2.2851398,-2.4851227,-2.0092869,-2.234232,-2.520228,-2.1811538,-2.5681572,-2.221967,-2.459449,-2.483092,-2.307904,-2.34695,-2.2879739,-2.2515645,-2.385089,-1.8451953,-2.4470246,-2.4526854,-1.9030281,-2.1045008,7.8983994,-2.3729093,-2.151983,-2.121771,-1.9614785,-1.9794134,-1.4920683,-2.239835,-2.4933023,-2.499041,-2.3387299,-2.4474053,-3.181103,-2.454803,-2.5933092,-3.0399656,-1.9119533,-2.0244977,-2.0429118,-1.7533978,-1.6274682,-2.5847564,-0.6393188,-0.8824789,-0.6732526,-0.6913138,-0.76275796,-1.1018226,-0.73642004,4.6146436,-0.9339784,-0.7496664,-0.70758086,-0.8315116,-0.4779719,-1.217576,0.78847176,-1.4003551,0.3319192
IMG_5547_jpeg.rf.4070031ec84489cefb1ba84f204eb560.jpg,BiscuitsCrackersCookies_400-499g_Halal_NonHealthy,-2.0909178,-2.1999464,-2.6260173,6.299756,-2.472725,-2.0097964,-2.2070613,-1.9299384,-1.9971557,-1.8192521,-2.0851748,-2.0004466,-1.7015144,-1.9624206,-1.9021603,-1.8847581,-1.8518459,-2.3642786,-2.1995196,-2.0451732,-2.1162844,-2.1170113,-1.4626577,-2.0546553,-1.8246416,-2.2145963,-2.154503,-1.7941349,-1.971585,-1.8827869,-2.1883917,-2.374331,-2.137058,-2.2087655,-2.511137,-2.7145004,-1.9379345,-1.894255,-2.1358442,-1.9846978,-2.1737993,-1.6022005,-2.125843,-1.7367337,-2.0288785,-1.9528203,-2.3188198,-2.3151584,-1.9810126,-2.1391253,-2.0718677,-2.5345683,-2.2508354,-1.7915536,-1.627062,-1.8935398,-1.911478,-1.866544,-1.735575,-1.9833661,-1.0859627,-1.7126446,-1.9646332,-2.1897948,-1.6971511,-1.3001237,-2.0119262,-0.38099977,-0.71015656,-0.6625505,-0.58825284,-0.6846972,-0.8198589,-0.6333717,4.3867607,-0.68438023,-0.75726295,-0.93081003,-0.5038688,-1.0306951,0.4786502,-1.0743685,-1.465392,0.09188433
