filepath,xmin,ymin,xmax,ymax,label,ProductType,Weight,HalalStatus,HealthStatus,new_camera,tag,remove,tokeep,type,pred_prdtype,BabyMilkPowder,Babyfood,BeehoonVermicelli,BiscuitsCrackersCookies,BreakfastCereals,CannedBakedBeans,CannedBeefOtherMeats,CannedBraisedPeanuts,CannedChicken,CannedFruits,CannedMushrooms,CannedPacketCreamersSweet,CannedPickles,CannedPorkLunchronMeat,CannedSardinesMackerel,CannedSoup,CannedTunaDace,CannedVegetarianFood,ChocolateMaltPowder,ChocolateSpread,CoffeePowder,CoffeeTeaDrink,CookingCreamMilk,CookingPastePowder,DarkSoySauce,DriedBeans,DriedFruits,DriedMeatSeafood,DriedVegetables,FlavoredMilkDrink,Flour,FruitJuiceDrink,HerbsSpices,InstantMeals,InstantNoodlesMultipack,InstantNoodlesSingle,Jam,Kaya,KetchupChilliSauce,LightSoySauce,MaternalMilkPowder,MilkDrink,MilkPowder,Nuts,Oil,OtherBakingNeeds,OtherCannedBeansPeasNuts,OtherCannedSeafood,OtherCannedVegetables,OtherDriedFood,OtherHotBeveragesPowder,OtherNoodles,OtherSauceDressing,OtherSpreads,Pasta,PastaSauce,PeanutButter,Potatochips,RiceBrownOthers,RiceWhite,RolledOatsInstantOatmeal,Salt,SoftDrinksOtherReadyToDrink,SoupStock,Sugar,SweetsChocolatesOthers,TeaPowderLeaves
2023_10_25_12_0_34_784872.jpg,285,168,567,528,BabyMilkPowder_200-299g_Halal_NonHealthy,BabyMilkPowder,200-299g,Halal,NonHealthy,0,,,True,old,BabyMilkPowder,6.255584716796875,-1.5226229429244995,0.3761664927005768,1.352742314338684,-0.4648817777633667,0.4377909302711487,-0.8474813103675842,-2.456268548965454,-2.512049674987793,-1.7131766080856323,-1.2869150638580322,-1.961469292640686,-1.0016758441925049,-2.5597012042999268,-1.0647705793380737,-1.890413761138916,-2.450077533721924,-2.998447895050049,-0.886286199092865,-2.076366424560547,-1.4671584367752075,1.3058687448501587,-2.067572832107544,-2.886913776397705,-1.6791751384735107,-2.220720052719116,-1.8875541687011719,-1.887192726135254,-1.2104281187057495,0.08399072289466858,-0.5201140642166138,-1.0103085041046143,-1.3393833637237549,-1.0650336742401123,-1.972611427307129,0.07201507687568665,-1.7490997314453125,-1.2634762525558472,-1.4323790073394775,-1.4872839450836182,4.5482001304626465,-1.4510085582733154,0.3023378252983093,-0.9323829412460327,-0.15841710567474365,-1.774619221687317,-1.5195858478546143,-2.6294496059417725,-1.5341651439666748,-2.8120932579040527,0.26330333948135376,-1.7617223262786865,-0.16325625777244568,0.19418495893478394,-1.958217978477478,-1.2677545547485352,-1.1714227199554443,-1.5384407043457031,-2.4744558334350586,-2.166450023651123,-2.289745807647705,-1.9168431758880615,-0.3562484383583069,-1.4622939825057983,-1.907547116279602,-1.3656972646713257,-2.3330166339874268
2023_10_25_11_50_16_569076.jpg,266,207,506,528,BabyMilkPowder_400-499g_Halal_NonHealthy,BabyMilkPowder,400-499g,Halal,NonHealthy,0,,,True,old,BabyMilkPowder,8.594558715820312,-1.4467198848724365,-1.3875858783721924,1.492750883102417,-1.1024494171142578,-0.5089150071144104,-0.6110594272613525,-3.25123929977417,-3.137876033782959,-1.5985760688781738,-1.9151616096496582,-2.215003728866577,-1.9196133613586426,-2.373508930206299,-1.4618202447891235,-2.240100383758545,-2.223452568054199,-3.0777225494384766,-1.081649661064148,-2.7432525157928467,-0.853179931640625,1.6318190097808838,-2.4103357791900635,-3.368124485015869,-2.8978323936462402,-3.743666648864746,-1.5343105792999268,-3.294682025909424,-0.5824945569038391,-0.7558937072753906,0.8422434329986572,-1.8952070474624634,-1.2831194400787354,-1.1014701128005981,-0.70866858959198,0.02976924180984497,-1.321990966796875,-1.7584633827209473,-1.1036479473114014,-1.0278958082199097,4.932623863220215,-1.7953717708587646,1.2520849704742432,-0.9533754587173462,-0.4432018995285034,-1.5301506519317627,-2.1994893550872803,-3.0476226806640625,-0.8603968620300293,-3.2365007400512695,-0.31864500045776367,-1.7147941589355469,1.448909878730774,-0.24190738797187805,-2.3078033924102783,-1.2503763437271118,0.39086654782295227,-0.5421773791313171,-2.3247506618499756,-1.815467357635498,-2.2944557666778564,-1.6518924236297607,-1.2269763946533203,-2.3323299884796143,0.2094074785709381,-1.8387809991836548,-2.299150228500366
2023_10_25_11_45_37_343791.jpg,230,80,562,528,BabyMilkPowder_800-899g_Halal_Healthy,BabyMilkPowder,800-899g,Halal,Healthy,0,,,True,old,BabyMilkPowder,5.881167411804199,-1.5481436252593994,1.4312937259674072,1.012689471244812,-1.3027606010437012,-0.5427071452140808,-2.088676929473877,-2.3151416778564453,-3.7460978031158447,-1.4747570753097534,-2.3990957736968994,-2.1664581298828125,-2.2357704639434814,-2.5716609954833984,-1.4643163681030273,-1.5010321140289307,-2.408215045928955,-2.2422258853912354,-0.9590990543365479,-1.707453727722168,-0.9947861433029175,0.3546706438064575,-2.411345958709717,-2.717569351196289,-1.536720871925354,-2.4016592502593994,-1.1197421550750732,-2.3489723205566406,-1.2172842025756836,0.16325852274894714,-0.15689125657081604,-1.050521969795227,-1.2188910245895386,-2.3653297424316406,-0.26388680934906006,0.13573700189590454,-1.6001648902893066,-2.2445662021636963,-1.8643956184387207,-1.2523845434188843,1.7348911762237549,-0.907490074634552,1.0606963634490967,0.1337134838104248,-0.7794390916824341,-1.4004722833633423,-2.0977468490600586,-2.266895055770874,-0.8550477027893066,-0.7588825225830078,-0.3906954228878021,-2.3276047706604004,1.0133010149002075,-0.8265208005905151,-0.15151768922805786,-1.5483715534210205,0.09260624647140503,1.3717687129974365,-1.5195393562316895,-0.45609381794929504,0.08557772636413574,-2.2257587909698486,-1.688355565071106,-2.7629189491271973,-0.5526900291442871,-0.5072798132896423,-1.5036238431930542
2023_10_25_12_9_12_144686.jpg,200,140,532,528,BabyMilkPowder_900-999g_NonHalal_NonHealthy,BabyMilkPowder,900-999g,NonHalal,NonHealthy,0,,,True,old,BabyMilkPowder,8.664606094360352,-0.14530664682388306,-0.4328075647354126,0.6971173286437988,-0.834396243095398,-0.05719435214996338,-1.7596015930175781,-2.047684669494629,-2.7835187911987305,-1.7383370399475098,-1.7257640361785889,-2.167184829711914,-2.8112502098083496,-1.9318878650665283,-1.1326110363006592,-1.8022198677062988,-2.4705255031585693,-3.032564640045166,0.08270370960235596,-2.101466655731201,-1.110084056854248,0.3459693193435669,-2.3333330154418945,-2.514366626739502,-1.4419804811477661,-3.039074420928955,-0.6399733424186707,-2.8306093215942383,-0.7963138818740845,0.08507055044174194,-1.4541590213775635,-2.5217676162719727,-0.8565640449523926,-1.385268211364746,-0.32409635186195374,-0.6272730231285095,-0.015344619750976562,-2.536494731903076,-0.7888683080673218,-0.7150166034698486,2.0018954277038574,-1.6345880031585693,2.158006191253662,-0.17633512616157532,-0.9371934533119202,-1.0045652389526367,-1.84767746925354,-3.2728710174560547,-0.9520118236541748,-1.8420997858047485,-0.6157703995704651,-2.079052448272705,0.09188157320022583,-0.1700727939605713,-1.5005066394805908,-1.8256157636642456,0.0845518708229065,0.0020060837268829346,-2.3336713314056396,-1.2249759435653687,-2.133831024169922,-0.8185962438583374,-1.4565765857696533,-2.0758543014526367,0.011306158266961575,-1.1418321132659912,-1.817969799041748
2023_10_25_12_8_11_460440.jpg,218,125,536,528,BabyMilkPowder_800-899g_Halal_NonHealthy,BabyMilkPowder,800-899g,Halal,NonHealthy,0,,,True,old,BabyMilkPowder,8.270242691040039,-1.5034286975860596,-0.8279620409011841,0.7050681114196777,-0.5095503330230713,0.4783828854560852,-1.0969146490097046,-3.092477321624756,-2.1244184970855713,-1.2969831228256226,-1.3632392883300781,-2.5100436210632324,-2.342172622680664,-2.8354568481445312,-1.061383605003357,-1.71653151512146,-2.040304660797119,-3.0631814002990723,-1.0276365280151367,-2.0094404220581055,-1.5768026113510132,0.5548036694526672,-1.15628981590271,-2.6676454544067383,-2.646568775177002,-2.4365649223327637,-1.8580448627471924,-2.272563934326172,-1.381557583808899,-0.5342855453491211,-0.7439553737640381,-2.129833936691284,-1.0531463623046875,-1.364844560623169,-0.8182232975959778,-0.08635872602462769,-1.4379479885101318,-1.5084341764450073,-1.5543346405029297,-1.2630963325500488,5.010885715484619,-1.9365928173065186,1.2609777450561523,-0.4605795443058014,-0.750901460647583,-1.3569421768188477,-2.3714144229888916,-2.7310893535614014,-1.4499472379684448,-3.032661199569702,-0.7663747072219849,-2.0071194171905518,0.7400841116905212,-0.5257149934768677,-2.382941722869873,-2.645829200744629,-0.6770756244659424,-0.5782521963119507,-2.3729562759399414,-2.174663543701172,-1.9191125631332397,-2.649998664855957,-0.6793144345283508,-1.787638545036316,-0.0663578137755394,-0.9248374104499817,-2.095980405807495
2023_10_25_11_56_11_164252.jpg,195,137,518,528,BabyMilkPowder_800-899g_NonHalal_NonHealthy,BabyMilkPowder,800-899g,NonHalal,NonHealthy,0,,,True,old,BabyMilkPowder,7.136068820953369,-1.073643684387207,-0.44215109944343567,1.267690658569336,-1.1040236949920654,-0.2580585181713104,-0.7210273742675781,-1.8702173233032227,-2.4929556846618652,-1.7767072916030884,-1.3548738956451416,-2.204049587249756,-1.9727425575256348,-2.367588520050049,-2.0324740409851074,-1.0517425537109375,-2.466768503189087,-2.5128448009490967,-0.5006850957870483,-2.2974798679351807,-1.175419807434082,0.9813891649246216,-2.0089662075042725,-2.1782188415527344,-1.7795851230621338,-2.589576244354248,-1.1171311140060425,-1.9106132984161377,-1.2948070764541626,1.0202199220657349,-0.57903653383255,-1.3816912174224854,-1.1353260278701782,-1.0559353828430176,-0.43443116545677185,-0.03383873403072357,-1.311612844467163,-2.4343457221984863,-1.116425633430481,-0.5453519821166992,4.0809478759765625,-1.57386314868927,0.42040571570396423,-0.11759006977081299,0.38224849104881287,-2.2415544986724854,-1.6455395221710205,-3.129227638244629,-1.6662046909332275,-2.702906370162964,-0.0007735490798950195,-1.5233497619628906,1.410607099533081,-0.15576359629631042,-2.4280896186828613,-2.605518102645874,-0.24664713442325592,-0.9286468029022217,-2.336981773376465,-1.3217663764953613,-1.8611301183700562,-1.1595433950424194,-1.800743818283081,-1.4737604856491089,-0.7703482508659363,-1.8518571853637695,-1.440475583076477
WIN_20231207_11_21_09_Pro.jpg,1746,747,2446,1786,Babyfood_200-299g_Halal_NonHealthy,Babyfood,200-299g,Halal,NonHealthy,1,,,True,old,Babyfood,-0.7681476473808289,6.233104228973389,0.9786871075630188,0.4273209571838379,-0.7645878791809082,-1.2708680629730225,-0.3466532528400421,-2.5827298164367676,-1.836332082748413,-0.8163207769393921,-1.097790241241455,-1.266039252281189,-1.576916217803955,-2.4400148391723633,-1.9115700721740723,-1.5426509380340576,-1.3079323768615723,-1.7578436136245728,-1.441942572593689,-0.4545964002609253,-1.5762184858322144,-0.5803259015083313,-1.1855690479278564,-2.3362250328063965,-2.715043544769287,-2.084275245666504,-0.18717657029628754,-0.8875824213027954,-2.321143865585327,-0.342192679643631,-1.501044750213623,-1.871001124382019,-2.2371511459350586,-0.4467266798019409,-0.6384139657020569,-0.8662580251693726,-1.0105183124542236,2.591538906097412,-0.16140028834342957,-0.6454272866249084,-0.3373483419418335,-0.9165705442428589,-1.6634833812713623,-0.67023766040802,-0.312183141708374,-1.3510525226593018,-1.8224862813949585,-2.1069905757904053,-1.6499465703964233,-1.9428168535232544,2.0105133056640625,-2.5984339714050293,-0.7486425638198853,0.0894685760140419,-1.9734991788864136,-0.5881696343421936,-0.3693235516548157,-0.5341455936431885,-0.9144664406776428,-1.4861118793487549,-1.5698845386505127,-0.6507241129875183,-0.056555986404418945,-1.2263667583465576,-0.024728618562221527,0.9365707635879517,-0.666054368019104
output_frame_0378.png,548,219,1151,714,Babyfood_200-299g_Halal_NonHealthy,Babyfood,200-299g,Halal,NonHealthy,1,,,True,old,Babyfood,-2.771937370300293,10.66230297088623,-1.1666111946105957,2.656287670135498,0.23648574948310852,-2.721104621887207,-1.7983297109603882,-2.5922908782958984,-1.7422890663146973,-2.5534844398498535,-3.670111656188965,0.3357160985469818,-0.5691432952880859,-2.2777211666107178,-2.179190158843994,0.17851650714874268,-2.5219600200653076,-1.681514859199524,-2.0464539527893066,-1.1829838752746582,-2.0135650634765625,-0.6986444592475891,-4.227638244628906,-1.1630926132202148,-2.8147683143615723,-1.2247183322906494,-1.745998740196228,-3.459108829498291,-0.9867444038391113,-1.8878681659698486,-0.6664656400680542,-0.6779974699020386,-1.30359947681427,-0.6112505793571472,-1.429717779159546,-2.932809352874756,-0.8377490043640137,3.2998573780059814,-2.669997453689575,-1.3478320837020874,-0.7078595757484436,-2.1084980964660645,-3.3750789165496826,1.3179244995117188,-1.0972423553466797,-1.292794942855835,-4.160910606384277,0.7625634670257568,-1.6549113988876343,-2.038719892501831,3.980224132537842,-3.956638813018799,-3.030806303024292,0.3181495666503906,-0.5987058877944946,-1.8110069036483765,-0.6819750070571899,-0.5736207962036133,2.2285332679748535,-1.4531916379928589,-2.741997718811035,-1.090415358543396,-0.6284339427947998,-1.9976568222045898,-2.4099955558776855,0.9080716371536255,-2.184877395629883
WIN_20231207_11_21_25_Pro.jpg,1707,552,2342,1595,Babyfood_200-299g_Halal_NonHealthy,Babyfood,200-299g,Halal,NonHealthy,1,,,True,old,Babyfood,-0.49813681840896606,6.810274124145508,0.022123008966445923,0.509720504283905,-0.8994659781455994,-1.3512762784957886,-0.1711905598640442,-2.977623462677002,-2.0270493030548096,-0.9712912440299988,-1.5077364444732666,-1.1452876329421997,-1.3158891201019287,-1.8803808689117432,-2.198817253112793,-0.8061672449111938,-2.0604801177978516,-1.9795939922332764,-2.189042329788208,-0.3481379747390747,-1.2184975147247314,-0.5032955408096313,-1.3574020862579346,-2.0552964210510254,-2.933927059173584,-2.2578530311584473,-0.02855667471885681,-0.6929572224617004,-1.8136200904846191,-1.770645260810852,-1.3021597862243652,-1.6438605785369873,-2.52980899810791,0.040459275245666504,-0.5268262624740601,-1.363918423652649,-0.09860169887542725,1.7144544124603271,0.12525901198387146,-0.18880856037139893,0.02980142831802368,-1.619747281074524,-2.4032082557678223,-0.46335381269454956,-0.6384648680686951,-1.09347665309906,-2.101478338241577,-2.686546564102173,-1.0129590034484863,-1.6801282167434692,2.205782890319824,-2.5758872032165527,-0.9560088515281677,-0.3182356059551239,-2.513439178466797,-1.0404832363128662,-0.09006458520889282,-0.7418440580368042,-0.8668390512466431,-1.084008812904358,-1.2688236236572266,-0.5209043622016907,-0.7220500111579895,-1.2524431943893433,-0.6972389817237854,1.933395266532898,-0.29735106229782104
2023_10_25_12_19_30_574378.jpg,96,1,570,528,Babyfood_200-299g_Halal_NonHealthy,Babyfood,200-299g,Halal,NonHealthy,0,,,True,old,MilkDrink,-1.3430315256118774,0.6334991455078125,-1.763031244277954,-0.3338104486465454,-2.1718060970306396,-2.276322364807129,-0.4095824360847473,-2.684418201446533,-0.5079548358917236,-1.0341233015060425,-0.3883823752403259,-0.10933053493499756,-0.13604246079921722,-2.7857649326324463,-1.5916175842285156,-0.7397376298904419,0.37849849462509155,-3.6655709743499756,-3.3544023036956787,-2.543497323989868,-2.6784512996673584,-1.0976011753082275,1.4651148319244385,-2.870122194290161,-2.5133070945739746,-3.296152114868164,-0.7831143140792847,-2.577376365661621,-0.4026898145675659,0.4517163038253784,-2.3238837718963623,-1.6866190433502197,-2.561690330505371,0.13634639978408813,-0.5257179737091064,-3.1497325897216797,-2.0931413173675537,-1.0275377035140991,-0.20729553699493408,-3.1819067001342773,-1.6981208324432373,3.185192346572876,-1.235013484954834,-1.9027812480926514,-0.6839059591293335,-2.70072603225708,-1.691001296043396,-1.130822777748108,-2.5548527240753174,-1.0469017028808594,0.18255460262298584,-2.2920985221862793,-2.190142869949341,1.787245273590088,-0.2674703001976013,0.34032949805259705,3.1253459453582764,-0.04246413707733154,-1.090195894241333,-1.9806660413742065,-2.984173059463501,-0.3513636887073517,-1.5450187921524048,-0.7120237350463867,0.6952667832374573,-1.7190446853637695,-1.763647437095642
