,img_filename,product_type,image_reflection,image_clarity,prediction_confidence
0,IMG_3359_jpeg.rf.77af050e253fe6a423b24a967abd7e6f.jpg,HoneyOtherSpreads,Medium,High,Low
1,IMG_3351_jpeg.rf.30eae972321c3a6d94b756a4d0e6eb57.jpg,Nuts,Low,High,High
2,IMG_3356_jpeg.rf.312e38d14d49b2812a58961d2cee2bf6.jpg,Nuts,Low,High,High
3,IMG_3426_jpeg.rf.4d3f1c113326946d694c6bb95f85d144.jpg,Nuts,Low,High,High
4,IMG_3410_jpeg.rf.349ba3ce0e3121fc627c13474e6d884c.jpg,OtherDriedFood,Medium,High,Medium
5,IMG_3354_jpeg.rf.44063d67de857c2180c280b73e3ad986.jpg,Nuts,Low,High,High
6,IMG_3396_jpeg.rf.3f5af195e6239773f9120a24341d7ca1.jpg,Nuts,Low,High,High
7,IMG_3397_jpeg.rf.7f0a7cb17e2896819bc0744485b19677.jpg,Nuts,Low,High,High
8,IMG_3417_jpeg.rf.47cbea090e8f603f0047c4b603fbc813.jpg,Nuts,Low,High,High
9,IMG_3355_jpeg.rf.981e1edd384912ddc34c3b3a9d9b72db.jpg,Nuts,Low,High,High
10,IMG_3415_jpeg.rf.9f33bcfefab88de3853b0d1086d32267.jpg,Nuts,Low,High,High
11,IMG_3408_jpeg.rf.bb319b9e9f4d6081ecc84ef0bc3791cf.jpg,Nuts,Medium,Medium,Medium
12,IMG_3412_jpeg.rf.baa74bbf8b781a51d719f6c4f80f135f.jpg,Nuts,Low,High,High
13,IMG_3431_jpeg.rf.e9b1ae749b3129b5ee4dc509b50465d0.jpg,Nuts,Low,High,High
14,IMG_3353_jpeg.rf.f7238977682465ea102c73c1cceea83f.jpg,Nuts,Medium,High,High
15,IMG_3387_jpeg.rf.b129f1d0b3f2b5a28388f105782c1985.jpg,OtherDriedFood,Medium,High,High
16,IMG_3400_jpeg.rf.ede4bdb473f6885e7b2cd6cdd34d32da.jpg,PotatochipsKeropok,Medium,High,High
17,IMG_3407_jpeg.rf.b6e83d780169df51da25fbda0aa99150.jpg,Nuts,Medium,High,High
18,IMG_3399_jpeg.rf.cebfd852bdc012d7fec18bd7f9e7a818.jpg,SweetsChocolatesOthers,Low,High,High
19,IMG_3420_jpeg.rf.dc511ad6b9c81c34b1885fa628684866.jpg,Nuts,Low,High,High
20,IMG_3405_jpeg.rf.e5294ca233e06cc26b4d55d60ec0765c.jpg,Nuts,Medium,High,High
21,IMG_3358_jpeg.rf.d9c1fcbbc93b05ac20d0441e9aeef654.jpg,Nuts,Low,High,High
22,IMG_3357_jpeg.rf.c08accb119be7f8bfdc5dcdf796391ce.jpg,Nuts,Medium,Medium,High
23,IMG_3428_jpeg.rf.ce38d0d5fddbcc7ee74dd98abe14e869.jpg,Nuts,Low,High,High
24,IMG_3406_jpeg.rf.b2f15d073e0b90c37229624cd007b4f6.jpg,Nuts,Low,High,High
25,IMG_3413_jpeg.rf.bd5c0c83e4f63198bd532184739725af.jpg,Nuts,Low,High,High
26,IMG_3372_jpeg.rf.f9fe0be800155be53c95b2166d125215.jpg,Nuts,Low,High,High
27,IMG_3419_jpeg.rf.ecd23d668a92744bae279308f7edfc77.jpg,Nuts,Low,High,High
